,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_penalty,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,19.60658802986145,0.3343869034090461,0.05969462394714355,0.0036391771393085052,0.3981071705534972,l1,"{'C': 0.3981071705534972, 'penalty': 'l1'}",0.9131666666666667,0.9223333333333333,0.9138333333333335,0.91375,0.9175833333333333,0.9161333333333334,0.003473150986896143,9
1,20.186544561386107,0.34003017909390765,0.06781539916992188,0.0182074674854059,0.5011872336272722,l1,"{'C': 0.5011872336272722, 'penalty': 'l1'}",0.9130000000000001,0.923,0.91425,0.9133333333333333,0.9176666666666666,0.91625,0.0037586936264848297,8
2,21.26175985336304,0.6351956561041942,0.06047506332397461,0.005690952208267979,0.6309573444801932,l1,"{'C': 0.6309573444801932, 'penalty': 'l1'}",0.9126666666666666,0.9228333333333333,0.9148333333333334,0.9140833333333334,0.9184166666666667,0.9165666666666666,0.0036626493143624697,6
3,21.973185348510743,0.40180449073591673,0.05882859230041504,0.0015275457412552939,0.7943282347242815,l1,"{'C': 0.7943282347242815, 'penalty': 'l1'}",0.9130833333333334,0.9230833333333334,0.9151666666666667,0.91425,0.9180833333333334,0.9167333333333334,0.003580192421892687,3
4,22.506486701965333,0.3062328097431569,0.05861577987670898,0.0022043149663206656,1.0,l1,"{'C': 1.0, 'penalty': 'l1'}",0.9131666666666667,0.9226666666666666,0.915,0.915,0.9185833333333333,0.9168833333333334,0.0033836206774531807,2
5,23.475993061065672,0.5404530728210778,0.0591217041015625,0.002389830661686019,1.258925411794167,l1,"{'C': 1.258925411794167, 'penalty': 'l1'}",0.9135833333333333,0.9230833333333334,0.9146666666666666,0.9145833333333333,0.9195,0.9170833333333333,0.0036381466588238697,1
6,24.626834535598753,0.5829316285585727,0.05797905921936035,0.002566799015485773,1.5848931924611138,l1,"{'C': 1.5848931924611138, 'penalty': 'l1'}",0.914,0.9223333333333333,0.9145,0.9146666666666666,0.9180833333333334,0.9167166666666666,0.0031594654962860827,4
7,25.39659776687622,0.5445958978267882,0.05564751625061035,0.0017315171629124762,1.9952623149688797,l1,"{'C': 1.9952623149688797, 'penalty': 'l1'}",0.9133333333333333,0.9220833333333334,0.9148333333333334,0.91475,0.91825,0.91665,0.003162014126048999,5
8,25.66645517349243,0.46094402096812925,0.05647487640380859,0.0029475650399317177,2.51188643150958,l1,"{'C': 2.51188643150958, 'penalty': 'l1'}",0.9123333333333333,0.92275,0.9143333333333333,0.91425,0.9176666666666666,0.9162666666666667,0.003667954319356876,7
9,26.527763605117798,0.40898599503745237,0.058884382247924805,0.003647477930095336,3.1622776601683795,l1,"{'C': 3.1622776601683795, 'penalty': 'l1'}",0.9130000000000001,0.923,0.9135,0.9139166666666667,0.9168333333333333,0.91605,0.003722155886639402,10
10,27.199587535858154,0.31562240591453256,0.05763916969299317,0.003109029199762316,3.9810717055349722,l1,"{'C': 3.9810717055349722, 'penalty': 'l1'}",0.91275,0.9230833333333334,0.91325,0.9138333333333335,0.9169166666666667,0.9159666666666666,0.0038425975011124425,11
